Def,State,Word
give a poor account of oneself,idm,အစြမ္းမျပႏိုင္ခဲ့ (ဘဲ၊ ၍၊ သျဖင့္)။
on account,idm,ႀကဳိတင္ေငြအျဖစ္။ စရန္ေငြအျဖစ္။ အေၾကြးစနစ္ျဖင့္။
not on any account,idm,မည္သည့္ အေၾကာင္းႏွင့္မွ်။ ဘာေၾကာင့္ပဲျဖစ္ျဖစ္။
accountable,adj,တာဝန္ခံ [ေသာ]။
accountability,n,တာဝန္ခံမႈ။ တာဝန္ရိွျခင္း။
be held accountable,idm,ေဗြယူသည္။ အတာခ်သည္။
accountant,n,စာရင္းကိုင္။
accountancy,n,စာရင္းကိုင္ပညာ။
accoutrements,n,တဲြဖက္ပစၥည္း။ အေဆာင္အေယာင္။ [ ဥ ] အရည္အခ်င္း။ ၾကန္အင္လကၡဏာ။
accredit,v,(အထူးသျဖင့္) သံအမတ္အျဖစ္ ခန္႔အပ္သည္။ အသိအမွတ္ျပဳသည္။ လက္ခံသည္။
accreditation,n,တရားဝင္ အသိအမွတ္ ျပဳမႈ။ တရားဝင္ အသိအမွတ္ျပဳသည့္စာလႊာ။
accredited,adj,တရားဝင္ ခန္႔အပ္ထားေသာ၊ အသိအမွတ္ ျပဳထားေသာ။ စံမီသည္ဟု တရားဝင္ အသိအမွတ္ျပဳထားေသာ။ လက္ခံထားေလ့ ရိွၾကေသာ။
accretion,n,ပို႔တက္လာျခင္း။ ခ်ဲ႔ကားမႈ။ ေျမႇးယွက္ မႈ။ တစ္စတစ္စ ႀကီးပြားလာမႈ။
accrue,v,စုေပါင္း ရရိွသည္။ တိုးပြားလာသည္။ စုစုေပါင္း တင္ရိွသည္။
accumulate,v,စုေဆာင္းမိသည္။ စုပံုလာသည္။ ပံုလာသည္။
accumulation,n,စုေဆာင္း မိျခင္း။ စုပံုလာျခင္း။ အထုပ္အထည္။ အပံု။
accumulative,adj,အဆင့္ဆင့္ဆည္းပူးရေသာ။
accuracy,n,က်နမွန္ကန္မႈ။ တိက်မွန္ကန္မႈ။
accurate,adj,မွန္ကန္တိက်ေသာ။ အမွားကင္းေသာ။
accurately,adv,အမွန္အကန္။ မလဲြတမ္း။
accursed,adj,ေသနာက်။ က်ိန္စာသင့္ေသာ။
accusation,n,စြပ္စဲြခ်က္။ စြပ္စဲြသံ။ အျပစ္တင္သံ။
accusative,n,ကမၼကာရက။ ကံပုဒ္။
accusative,adj,ဥဘေယာဂ ကာရက။ ကမၼကာရက။
accuse,v,စြပ္စဲြသည္။
accusatory,adj,စြပ္စဲြရိပ္လႊမ္းေသာ။ ျပစ္တင္သံပါေသာ။
the accused,n,တရားခံ။
accuser,n,စြပ္စဲြသူ။
accusing,adj,စြပ္စဲြေသာ။ ျပစ္တင္ေသာ။
accusingly,adv,စြပ္စြပ္စဲြစဲြ။
accustomed,adj,…ေနက်။ က်င့္သားရ  [ေသာ]။ ေနသားတက်ျဖစ္[ေသာ]။ ယဥ္ပါး [ေသာ]။
ace,n,(ဖဲ)တစ္ (ပြင့္)။ ဝိဇၨာ။ ဝိဇ္။ (တင္းနစ္) တစ္ဖက္သား မျပန္ႏိုင္ေသာ စေပးေဘာ။
ace,adj,အျပတ္အသတ္ေကာင္း[ေသာ]။
hold all the aces,idm,ႏိုင္ဖဲကိုင္ထားသည္။ အသာစီး ရသည္။
acerbic,adj,မာေရေက်ာေရႏိုင္ေသာ။ မာမာ ေက်ာေက်ာရိွေသာ။
acetate,n,အက္ဆီတိတ္ ဓာတုျဒပ္ေပါင္း။ အက္ဆီတိတ္ ခ်ည္မွ်င္ရက္ထည္။ အက္ဆီတိတ္ ေရယြန္။
acetic,adj,ရွလကာရည္ဆန္ေသာ။
acetic acid,n,အက္ဆီးတစ္အက္စစ္။
acetone,n,အက္ဆီတုန္းဓာတ္ေငြ႔။
acetylene,n,သတၱဳမီးဂေဟဆက္ရာ၊ ျဖတ္ရာတြင္ သံုးေသာ အက္ဆီတိုင္လင္း ဓာတ္ေငြ႔။
ache,n,အကိုက္အခဲ။ [ ဥ ] ေဝဒနာ။
ache,v,တစစ္စစ္ ကိုက္သည္။ [ ဥ ] (ရင္)နင့္သည္။ ဆို႔နင့္သည္။ ရြစိရြစိ ျဖစ္သည္။ တရြရြျဖစ္ေနသည္။
achieve,v,ရယူသည္။ ရရိွသည္။ စြမ္းေဆာင္သည္။ ဖန္တီးသည္။ ေအာင္ျမင္သည္။ ျဖစ္ေျမာက္သည္။
achievable,adj,ျဖစ္ႏိုင္ေျခရိွ [ေသာ]။
achievement,n,ေအာင္ျမင္မႈ။ ျဖစ္ထြန္းမႈ။
Achilles,n,ဟိုမား၏ သူရဲေကာင္း (ဂရိ ဒ႑ာရီ)
Achilles' tendon,n,ဖေနာင့္ေၾကာ။
achromatic,adj,အေရာင္မရွိေသာ။အစက္အေျပာက္မ်ားမရွိေသာ(အထူးသျဖင့္ဓာတ္မွန္ရိုက္ရာတြင္။)
acid,n,အက္စစ္။အခ်ဥ္။ အခ်ဥ္ဓာတ္။မူးယစ္ေဆး။
acid,adj,ခ်ဥ္ေသာ။ ေထ့ေသာ။ သေရာ္ေသာ။ ေငါ့ေသာ။ အက္စစ္ဂုဏ္သတၱိ ရိွေသာ။ (ဟိုက္ဒ႐ိုုဂ်င္ အိုင္ယြန္သတၱိ အတိုင္းအတာအရ သတ္မွတ္ထားသည့္) pH အမွတ္  ၇ ေအာက္ ရိွေသာ။
acid house,n,မူးယစ္ေဆးစားသံုးမႈႏွင့္ ႏႊယ္ေလ့ရိွၿပီး က်ယ္ေလာင္ေသာ စည္းဝါးလိုက္ခ်က္ကို အေျခခံေသာ အီလက္ ထေရာနစ္တီးဝိုင္း ဂီတသံတစ္မ်ဳိး။
acidic,adj,ခ်ဥ္ေသာ။ အက္စစ္သဘာဝရိွေသာ။
acidify,v,အက္စစ္ သဘာဝရိွလာသည္၊ ရိွေစသည္။
acidification,n,အက္စစ္ သဘာဝရိွလာျခင္း၊ ရိွေစျခင္း။
acidity,n,အခ်ဥ္ေပါက္ျခင္း။ အခ်ဥ္ဓာတ္။ အက္စစ္ဓာတ္။
acid rain,n,စက္႐ံု၊  ေမာ္ေတာ္ယာဥ္ စသည္တို႔မွ ထုတ္လႊတ္ေသာ အခိုးအေငြ႔မ်ား ေပ်ာ္ဝင္မႈေၾကာင့္ အက္စစ္ဓာတ္ ကဲေသာမိုး။ အက္စစ္မိုး။ (သစ္ပင္၊ သီးႏွံ၊ အေဆာက္အအုံ မ်ားကို ပ်က္စီးေစတတ္ေသာ မိုး)။
acid test,n,မွတ္ေက်ာက္တင္ျခင္း။
acidly,adv,အေငၚတူးလ်က္။ ေငါ့ေတာ့ေတာ့။
acidulous,adj,ခ်ဥ္ေသာ။ (အမူအရာ) ခ်ဥ္စရာေကာင္းေသာ။
acknowledge,v,ဝန္ခံသည္။ လက္ခံသည္။ ျပန္ၾကားသည္။ (သူ႔ေက်းဇူးကို) အသိအမွတ္ ျပဳသည္။ အသိအမွတ္ ျပဳေဖာ္ရသည္။
acknowledgement,n,အသိအမွတ္ျပဳမႈ။ တုံ႔ျပန္မႈ။ ရေၾကာင္းျပန္ၾကားျခင္း။ ေက်းဇူးတင္ရိွေၾကာင္း။ ေက်းဇူးတင္လႊာ။ ဝန္ခံခ်က္။
acme,n,အထြတ္အထိပ္။
acne,n,ဝက္ျခံ။
acolyte,n,ခရစ္ယာန္ဘုရားေက်ာင္းတြင္ ဘုန္းႀကီး ေဝယ်ာဝစၥေဆာင္ရြက္သူ။ ကပၸိယ။ တပည့္ရင္း။
aconite,n,တိဝုတ္ပင္။
acorn,n,ဝက္သစ္ခ်သီး။
acoustic,adj,အသံႏွင့္ဆိုင္ေသာ။ ၾကားသိမႈႏွင့္ ဆိုင္ေသာ။ လွ်ပ္စစ္တူရိယာ မဟုတ္ေသာ။
acoustically,adv,အသံႏွင့္ဆိုင္စြာ။ ၾကားသိမႈႏွင့္ ဆိုင္စြာ။ လွ်ပ္စစ္တူရိယာ မဟုတ္စြာ။
acoustics,n,အသံ တုံ႔တင္မႈအရည္အေသြး။ အသံပ်ံ႔ႏွံ႔ျခင္းဆိုင္ရာ သိပၸံ နည္းက်ေလ့လာမႈပညာ။ အသံပညာ။
acquaint,v,အသိေပးသည္။ ေလ့လာသည္။
acquainted,adj,သိ[ေသာ]။ ကြၽမ္း[ေသာ]။ သိကြၽမ္း[ေသာ]။
acquaintance,n,အကြၽမ္းဝင္မႈ။ ခင္မင္ကြၽမ္းဝင္မႈ။ ဆံုစည္းမႈ။ အသိ။ အသိ အကြၽမ္း။
on further acquaintance,idm,ရင္းႏွီးလာသည့္အခါ။
acquiesce,v,မ်က္စိမွိတ္ ေခါင္းညိတ္ သည္။ လိုက္ေလ်ာသည္။ သေဘာတူသည္။
acquiescence,n,သေဘာတူညီမႈ။
acquiescent,adj,လိုက္ေလ်ာတတ္ေသာ။
acquire,v,ဆည္းပူးသည္။ က်င့္ယူသည္။ ဘရန္ဒီကို လွ်ာေတြ႔လာသည္။ ရယူသည္။ သိုမွီးသည္။ ရရိွသည္။
an acquired taste,idm,က်င့္ယူရေသာ ရသာ႐ံု။
acquisition,n,ရွာမွီးရရိွေသာဥစၥာ။ ရွာမွီးမႈ။ တတ္ေျမာက္မႈ။ သိုမွီးမႈ။
acquisitive,adj,လုိပန္းႀကီးေသာ။
acquisitiveness,n,ငန္းငန္းတက္ ေလာဘ။
acquit,v,အျပစ္မရိွေၾကာင္း စီရင္သည္။ တရားေသလႊတ္သည္။ (ေကာင္းစြာ၊ ေက်ပြန္စြာ စသည္) စြမ္းေဆာင္ခဲ့သည္၊ မစြမ္းေဆာင္ ႏိုင္ခဲ့။
acquittal,n,အျပစ္မရိွေၾကာင္း စီရင္ခ်က္။ အျပစ္မရိွေၾကာင္း စီရင္ျခင္း။ တရားေသလႊတ္ျခင္း။
acre,n,ဧက။ (ေျမျပင္) တစ္ခြင္၊ တစ္ေၾကာ။
acreage,n,ဧကပမာဏ။
acrid,adj,ေညႇာ္ေသာ(အနံ႔)။ စပ္ရွားရွား (အရသာ)။ ခါးခါးသီးသီး [ျဖစ္ေသာ]။ ခါးသီးေသာ။
acrimony,n,ေစာင္မာန္ အမ်က္။ မေျပလည္မႈ။
acrimonious,adj,စလုံးစခု ဖုဆစ္ေသာ၊ မေျပမလည္ျဖစ္ေသာ (ေတြ႔ဆုံပြဲ၊ အျငင္းအခုံ၊ အေျခအေန)။
acrimoniously,adv,ဟူးဟူးရားရား မေက်ႏုိင္ မခ်မ္းႏုိင္ (ျငင္းခုံသည္)။
acrobat,n,(ဆပ္ကပ္ စသည္တြင္) ေကာင္းကင္ဘား၊ ကြၽမ္းဘားျပစားသူ။
acrobatic,adj,ခက္ခဲဆန္းျပားစြာ ခုန္ပ်ံ ခ်ဳိးေခါက္ တြန္႔လိမ္လႈပ္ရွားေသာ။
acrobatics,n,ထူးျခားဆန္းၾကယ္စြာ လႈပ္ရွားျပသျခင္း။ အံ့ေလာက္ဖြယ္ သီဆိုႏိုင္စြမ္း/ ခဲရာခဲဆစ္ ဉာဏ္ကစားမႈ။
acronym,n,(ပုဒ္အသီးသီး၏ အစ စကားလုံးျဖင့္) အတုိေကာက္။
across,adv,တစ္ဖက္မွ တစ္ဖက္သုိ႔။ လွမ္း၍။ ကူး၍။ ထုိမွာဘက္တြင္။ ဤမွာဘက္မွ ထုိမွာဘက္သုိ႔ အက်ယ္အားျဖင့္။ လွမ္း၍။ (စကားလုံး ပေဟဠိတြင္) အလ်ားလုိက္။ ျဖတ္၍။ ျဖတ္သန္း၍။ မ်က္ႏွာခ်င္းဆုိင္မွ။ မ်က္ႏွာခ်င္းဆုိင္တြင္။ ကန္႔လန္႔ျဖတ္လ်က္။ ျဖတ္၍။ ကန္႔လန္႔ယွက္လ်က္။ အႏွံ႔။ တစ္ေလွ်ာက္။ အသီးသီး၌။
across from,prep,မ်က္ႏွာခ်င္းဆုိင္တြင္။
acrostic,n,စာေၾကာင္းအစ အကၡရာ စသည္ကုိ အစဥ္အတုိင္း ေကာက္ျခင္းျဖင့္ စကားလုံး၊ စကားစု စသည္ ပုံေဖာ္ႏုိင္ေသာ ကဗ်ာ၊ စာပုိဒ္။
